1	614	1
326	614	1
3	614	1
66	614	1
80	614	1
264	614	1
70	614	1
76	614	1
295	614	1
163	614	1
1	520	1
13	520	1
39	520	1
29	520	1
156	520	1
158	520	1
204	520	1
255	520	1
26	520	1
273	520	1
283	520	1
1	782	1
27	782	2
264	782	3
309	782	1
91	782	1
202	782	1
130	782	1
1	768	1
193	768	1
55	768	1
73	768	1
298	768	1
37	768	1
168	768	2
70	768	1
17	768	1
256	768	1
1	1507	1
269	1507	1
65	1507	1
44	1507	1
17	1507	1
1	407	1
194	407	1
27	407	1
314	407	1
15	407	1
128	407	1
158	407	1
214	407	1
269	407	1
32	407	1
273	407	1
59	407	2
11	407	1
188	407	2
1	683	1
166	683	1
125	683	1
168	683	1
165	683	1
204	683	1
183	683	1
274	683	1
58	683	4
96	683	1
1	499	1
170	499	1
91	499	1
295	499	1
139	499	1
1	385	1
205	385	1
317	385	1
9	385	1
276	385	1
80	385	1
110	385	2
129	385	1
204	385	1
17	385	1
147	385	1
283	385	1
130	385	1
1	603	1
194	603	1
261	603	1
86	603	1
76	603	1
11	603	2
83	603	1
13	344	1
205	344	1
3	344	1
170	344	1
23	344	1
80	344	1
60	344	3
165	344	1
28	344	1
76	344	1
5	344	1
249	344	1
245	344	1
13	373	1
9	373	1
4	373	2
261	373	2
175	373	2
76	373	1
56	373	1
280	373	1
13	1566	1
55	1566	1
29	1566	1
13	474	1
9	474	1
3	474	1
92	474	1
40	474	1
76	474	1
13	568	1
38	568	1
98	568	1
217	568	1
307	568	2
4	568	2
242	568	1
262	568	1
40	568	1
99	568	1
46	568	1
52	568	2
91	568	1
145	568	1
295	568	1
95	568	1
77	568	2
139	568	1
148	568	1
177	568	1
188	568	1
326	1567	1
216	1567	1
326	917	1
326	859	1
33	859	1
326	622	1
15	622	1
73	622	1
4	622	2
80	622	1
33	622	1
76	622	1
42	622	1
208	622	1
11	622	1
130	622	1
326	695	1
39	695	1
55	695	2
217	695	1
7	695	1
43	695	1
56	695	1
205	369	2
98	369	1
239	369	1
41	369	1
4	369	1
66	369	1
37	369	1
214	369	1
264	369	2
99	369	2
65	369	1
44	369	2
70	369	1
183	369	1
86	369	1
28	369	1
82	369	1
42	369	1
256	369	2
233	369	1
188	369	2
205	506	1
27	506	1
38	506	1
9	506	1
23	506	1
37	506	1
125	506	1
223	506	1
44	506	1
70	506	1
6	506	1
96	506	1
77	506	1
188	506	2
280	506	1
205	671	1
91	671	1
6	671	1
233	671	1
205	790	1
4	790	1
214	790	1
204	790	1
255	790	1
95	790	1
205	381	2
27	381	1
38	381	1
127	381	1
92	381	1
269	381	1
224	381	1
282	381	1
89	381	2
205	1630	1
205	386	1
285	386	2
54	386	1
51	386	1
123	386	2
23	386	1
16	386	1
129	386	2
219	386	1
99	386	1
76	386	1
58	386	1
42	386	1
96	386	1
130	386	1
177	386	1
205	425	1
55	425	1
210	425	1
307	425	1
216	425	1
158	425	1
168	425	1
313	425	2
40	425	2
33	425	1
91	425	1
47	425	1
56	425	1
69	425	1
188	425	1
205	686	1
308	686	1
291	686	1
274	686	1
205	702	1
27	702	1
38	702	1
50	702	1
9	702	1
7	702	1
129	702	1
277	702	1
255	702	1
183	702	1
122	702	2
91	702	1
6	702	2
95	702	1
233	702	2
62	702	1
77	702	1
280	702	1
205	885	1
205	794	2
98	794	1
138	794	1
91	794	1
295	794	1
58	794	1
139	794	2
148	794	1
205	502	1
193	502	1
51	502	1
138	502	1
261	502	2
219	502	1
35	502	3
33	502	1
82	502	1
95	502	1
249	502	1
245	502	1
290	502	1
148	502	1
194	461	2
38	461	1
55	461	1
298	461	1
54	461	1
170	461	2
4	461	1
135	461	1
37	461	2
158	461	2
60	461	1
323	461	1
122	461	1
96	461	1
233	461	1
56	461	1
290	461	2
194	1400	1
290	1400	1
194	576	3
38	576	3
317	576	1
128	576	1
54	576	1
29	576	1
37	576	2
300	576	2
150	576	1
60	576	1
324	576	5
311	576	1
194	342	1
27	342	1
50	342	1
3	342	2
4	342	2
12	342	1
99	342	1
309	342	1
130	342	1
69	342	1
141	342	1
194	392	1
285	392	2
27	392	3
50	392	1
55	392	1
98	392	2
3	392	1
217	392	1
239	392	3
307	392	2
51	392	1
66	392	1
37	392	1
156	392	1
158	392	1
168	392	1
129	392	1
60	392	1
46	392	1
70	392	1
104	392	1
309	392	1
6	392	2
208	392	1
233	392	2
290	392	1
77	392	1
83	392	1
148	392	1
194	740	2
193	740	4
38	740	1
87	740	1
312	740	1
60	740	1
311	740	1
107	740	1
290	740	1
194	565	1
98	565	1
307	565	1
4	565	1
264	565	1
99	565	1
46	565	1
322	565	1
6	565	1
147	565	1
82	565	1
208	565	1
139	565	2
174	565	1
188	565	2
280	565	1
194	653	2
87	653	1
50	653	1
104	653	1
6	653	2
59	653	1
194	460	2
193	460	2
27	460	1
307	460	1
276	460	1
37	460	2
300	460	1
219	460	1
60	460	2
325	460	1
233	460	1
290	460	1
59	460	1
194	353	3
193	353	1
38	353	1
55	353	1
9	353	1
312	353	1
128	353	1
3	353	1
54	353	4
41	353	1
66	353	1
135	353	1
80	353	1
242	353	4
150	353	1
44	353	1
323	353	1
311	353	1
42	353	1
233	353	2
56	353	2
290	353	4
59	353	1
77	353	2
11	353	1
194	972	1
27	972	1
50	972	1
39	972	2
217	972	1
259	972	1
29	972	1
80	972	1
277	972	1
104	972	3
26	972	1
304	972	1
107	972	1
82	972	2
194	338	1
98	338	1
9	338	1
307	338	1
41	338	2
138	338	1
4	338	1
80	338	1
223	338	1
60	338	1
44	338	1
104	338	1
28	338	1
122	338	1
111	338	1
97	338	1
76	338	2
32	338	1
96	338	1
59	338	1
194	384	1
193	384	1
27	384	1
55	384	1
312	384	1
60	384	1
323	384	1
324	384	1
42	384	1
69	384	1
188	384	2
194	440	2
87	440	1
66	440	1
29	440	1
219	440	1
35	440	1
26	440	1
209	440	1
249	440	1
194	1039	2
98	1039	1
128	1039	2
104	1039	1
233	1039	1
77	1039	1
69	1039	1
193	415	1
193	530	1
55	530	1
128	530	2
41	530	2
37	530	1
125	530	1
242	530	1
60	530	1
65	530	2
86	530	1
309	530	1
97	530	1
107	530	3
273	530	1
96	530	2
56	530	1
290	530	4
280	530	1
193	535	1
27	535	1
50	535	1
298	535	1
156	535	1
125	535	1
269	535	1
165	535	1
304	535	1
193	378	2
55	378	1
239	378	1
86	378	2
209	378	1
193	796	1
38	796	1
317	796	1
239	796	1
107	796	1
56	796	2
290	796	1
59	796	1
148	796	1
193	351	1
171	351	1
4	351	1
193	459	2
312	459	1
306	459	1
37	459	1
60	459	2
323	459	4
59	459	2
193	417	1
27	417	1
239	417	1
210	417	1
281	417	1
41	417	1
51	417	1
23	417	1
46	417	1
28	417	1
309	417	2
5	417	1
124	417	1
139	417	1
148	417	1
177	417	1
198	417	1
193	1201	1
36	1201	1
223	1201	1
150	1201	1
132	1201	1
193	875	1
317	875	1
23	875	1
35	875	1
255	875	1
69	875	1
193	887	1
55	887	1
284	887	2
23	887	1
273	887	1
96	887	1
148	887	2
193	694	1
317	694	1
193	746	1
128	746	1
242	746	1
324	746	3
311	746	1
58	746	1
107	746	1
193	1052	1
7	1052	1
135	1052	1
16	1052	1
193	1622	1
193	577	1
38	577	1
23	577	1
125	577	1
309	577	1
193	473	2
27	473	1
89	473	1
324	473	1
311	473	1
193	690	1
7	690	1
193	611	2
38	611	1
87	611	1
98	611	1
312	611	1
173	611	1
51	611	1
23	611	1
223	611	3
204	611	1
26	611	1
6	611	1
295	611	1
58	611	1
107	611	1
96	611	1
62	611	1
193	382	1
315	382	1
4	382	1
269	382	1
223	382	1
165	382	1
44	382	1
86	382	1
26	382	1
77	382	1
193	1598	1
259	1598	1
300	1598	1
323	1598	1
58	1598	1
107	1598	1
193	337	2
27	337	1
38	337	1
19	337	1
55	337	1
98	337	1
23	337	1
80	337	1
223	337	1
262	337	1
99	337	1
86	337	1
28	337	1
32	337	1
58	337	1
245	337	1
