1	489	3
13	489	1
117	489	1
15	489	2
9	489	3
103	489	1
3	489	1
298	489	1
36	489	1
4	489	3
12	489	4
109	489	1
10	489	4
79	489	1
309	489	1
76	489	3
294	489	1
5	489	1
249	489	1
93	489	2
20	489	1
11	489	1
130	489	3
188	489	1
1	538	1
205	538	1
15	538	1
178	538	1
261	538	1
108	538	5
80	538	1
12	538	1
264	538	1
93	538	1
1	614	2
326	614	1
19	614	1
15	614	3
3	614	3
51	614	1
4	614	1
66	614	1
261	614	2
108	614	1
80	614	5
12	614	2
175	614	2
264	614	1
99	614	1
65	614	1
70	614	1
64	614	1
76	614	2
295	614	1
5	614	1
266	614	1
245	614	1
93	614	2
163	614	1
11	614	1
130	614	2
1	350	1
1	457	1
258	457	6
61	457	1
194	457	4
189	457	5
193	457	1
106	457	1
38	457	3
55	457	4
63	457	1
128	457	5
3	457	3
36	457	1
54	457	1
100	457	1
7	457	1
41	457	3
23	457	2
37	457	9
16	457	1
242	457	4
150	457	1
60	457	7
182	457	1
46	457	1
57	457	3
70	457	1
263	457	1
28	457	1
71	457	3
122	457	1
162	457	1
32	457	1
58	457	5
107	457	3
96	457	1
124	457	1
56	457	4
169	457	1
191	457	3
290	457	2
59	457	1
1	544	1
193	544	3
54	544	1
235	544	1
60	544	1
57	544	1
75	544	1
58	544	1
1	1166	2
106	1166	1
190	1166	1
38	1166	3
55	1166	1
54	1166	1
170	1166	1
242	1166	2
60	1166	5
195	1166	4
72	1166	1
107	1166	3
233	1166	2
56	1166	1
191	1166	2
290	1166	1
59	1166	1
280	1166	1
1	1395	1
1	1248	1
73	1248	1
262	1248	1
1	847	1
225	847	1
54	847	1
156	847	1
57	847	1
279	847	1
287	847	2
11	847	1
1	478	1
127	478	1
73	478	2
259	478	1
4	478	1
301	478	1
214	478	1
168	478	2
175	478	1
219	478	2
165	478	1
183	478	1
17	478	1
309	478	1
105	478	1
76	478	2
75	478	1
58	478	1
5	478	1
42	478	1
245	478	1
270	478	1
233	478	2
59	478	1
130	478	1
1	344	5
14	344	1
13	344	2
205	344	1
61	344	2
193	344	1
87	344	1
117	344	1
98	344	2
136	344	1
15	344	2
63	344	1
3	344	4
73	344	1
170	344	1
4	344	3
23	344	2
29	344	1
108	344	1
37	344	3
80	344	5
16	344	1
110	344	1
12	344	4
175	344	3
129	344	4
60	344	4
10	344	2
165	344	1
65	344	1
79	344	1
46	344	2
57	344	1
160	344	1
70	344	1
104	344	1
17	344	1
28	344	1
6	344	1
76	344	4
107	344	2
5	344	8
42	344	1
154	344	1
124	344	1
249	344	1
245	344	1
93	344	2
236	344	1
59	344	1
11	344	5
130	344	3
1	708	1
194	708	1
87	708	1
173	708	1
125	708	2
165	708	2
204	708	2
32	708	3
42	708	1
1	343	4
14	343	1
13	343	2
205	343	4
61	343	1
67	343	1
193	343	1
50	343	5
15	343	2
30	343	1
9	343	4
103	343	1
73	343	2
7	343	1
41	343	1
276	343	1
4	343	3
66	343	2
261	343	1
23	343	1
37	343	1
80	343	2
16	343	1
168	343	2
12	343	3
175	343	2
129	343	3
264	343	2
257	343	1
10	343	1
65	343	2
44	343	1
46	343	2
81	343	1
70	343	2
33	343	1
86	343	1
28	343	1
64	343	1
72	343	1
91	343	3
6	343	1
97	343	1
84	343	1
76	343	2
294	343	1
32	343	1
58	343	1
5	343	5
82	343	2
266	343	1
273	343	1
245	343	1
62	343	1
290	343	1
11	343	7
94	343	1
130	343	2
139	343	1
69	343	1
141	343	1
1	351	1
193	351	1
185	351	1
25	351	1
117	351	2
50	351	1
7	351	3
